"activity" "subject" "variable" "mean"
"STANDING" 14 "body_acceleration_mean_x_time" 0.280545613833333
"STANDING" 15 "body_acceleration_mean_x_time" 0.278915803962264
"STANDING" 16 "body_acceleration_mean_x_time" 0.283497402948718
"STANDING" 17 "body_acceleration_mean_x_time" 0.277942503333333
"STANDING" 18 "body_acceleration_mean_x_time" NA
"STANDING" 19 "body_acceleration_mean_x_time" 0.27817226
"STANDING" 20 "body_acceleration_mean_x_time" NA
"STANDING" 21 "body_acceleration_mean_x_time" 0.27695224258427
"STANDING" 22 "body_acceleration_mean_x_time" 0.279053861587302
"STANDING" 23 "body_acceleration_mean_x_time" 0.277899323235294
"STANDING" 24 "body_acceleration_mean_x_time" NA
"STANDING" 25 "body_acceleration_mean_x_time" 0.278013701621622
"STANDING" 26 "body_acceleration_mean_x_time" 0.281127035405405
"STANDING" 27 "body_acceleration_mean_x_time" 0.279566921625
"STANDING" 28 "body_acceleration_mean_x_time" 0.277795069113924
"STANDING" 29 "body_acceleration_mean_x_time" 0.277965065846154
"STANDING" 30 "body_acceleration_mean_x_time" 0.277112699152542
"LAYING" 1 "body_acceleration_mean_x_time" 0.22159824394
"LAYING" 2 "body_acceleration_mean_x_time" NA
"LAYING" 3 "body_acceleration_mean_x_time" 0.275516852741935
"LAYING" 4 "body_acceleration_mean_x_time" NA
"LAYING" 5 "body_acceleration_mean_x_time" 0.278334325576923
"LAYING" 6 "body_acceleration_mean_x_time" 0.248656520140351
"LAYING" 7 "body_acceleration_mean_x_time" 0.250176694038462
"LAYING" 8 "body_acceleration_mean_x_time" 0.261254282907407
"LAYING" 9 "body_acceleration_mean_x_time" NA
"LAYING" 10 "body_acceleration_mean_x_time" NA
"LAYING" 11 "body_acceleration_mean_x_time" 0.280592970877193
"LAYING" 12 "body_acceleration_mean_x_time" NA
"LAYING" 13 "body_acceleration_mean_x_time" NA
"LAYING" 14 "body_acceleration_mean_x_time" 0.233275439803922
"LAYING" 15 "body_acceleration_mean_x_time" 0.2894756525
"LAYING" 16 "body_acceleration_mean_x_time" 0.274227162571429
"LAYING" 17 "body_acceleration_mean_x_time" 0.269780085577465
"LAYING" 18 "body_acceleration_mean_x_time" NA
"LAYING" 19 "body_acceleration_mean_x_time" 0.272653733493976
"LAYING" 20 "body_acceleration_mean_x_time" NA
"LAYING" 21 "body_acceleration_mean_x_time" 0.271325472455556
"LAYING" 22 "body_acceleration_mean_x_time" 0.279959721194444
"LAYING" 23 "body_acceleration_mean_x_time" 0.274038007986111
"LAYING" 24 "body_acceleration_mean_x_time" NA
"LAYING" 25 "body_acceleration_mean_x_time" 0.250791828613699
"LAYING" 26 "body_acceleration_mean_x_time" 0.271645864540789
"LAYING" 27 "body_acceleration_mean_x_time" 0.274102492432432
"LAYING" 28 "body_acceleration_mean_x_time" 0.2759134825
"LAYING" 29 "body_acceleration_mean_x_time" 0.287295196811594
"LAYING" 30 "body_acceleration_mean_x_time" 0.281033900571429
"WALKING" 1 "body_acceleration_mean_y_time" -0.0173838185273684
"WALKING" 2 "body_acceleration_mean_y_time" NA
"WALKING" 3 "body_acceleration_mean_y_time" -0.0171767844203448
"WALKING" 4 "body_acceleration_mean_y_time" NA
"WALKING" 5 "body_acceleration_mean_y_time" -0.0172850317482679
"WALKING" 6 "body_acceleration_mean_y_time" -0.0168954189082456
"WALKING" 7 "body_acceleration_mean_y_time" -0.018653665345614
"WALKING" 8 "body_acceleration_mean_y_time" -0.0186628865310417
"WALKING" 9 "body_acceleration_mean_y_time" NA
"WALKING" 10 "body_acceleration_mean_y_time" NA
"WALKING" 11 "body_acceleration_mean_y_time" -0.0166475833623729
"WALKING" 12 "body_acceleration_mean_y_time" NA
"WALKING" 13 "body_acceleration_mean_y_time" NA
"WALKING" 14 "body_acceleration_mean_y_time" -0.0217785380966102
"WALKING" 15 "body_acceleration_mean_y_time" -0.0170809740090741
"WALKING" 16 "body_acceleration_mean_y_time" -0.0204286929452941
"WALKING" 17 "body_acceleration_mean_y_time" -0.0184875403339344
"WALKING" 18 "body_acceleration_mean_y_time" NA
"WALKING" 19 "body_acceleration_mean_y_time" -0.0191773587903846
"WALKING" 20 "body_acceleration_mean_y_time" NA
"WALKING" 21 "body_acceleration_mean_y_time" -0.0181610317526923
"WALKING" 22 "body_acceleration_mean_y_time" -0.0167213607957174
"WALKING" 23 "body_acceleration_mean_y_time" -0.0183618711932203
"WALKING" 24 "body_acceleration_mean_y_time" NA
"WALKING" 25 "body_acceleration_mean_y_time" -0.0186477624716216
"WALKING" 26 "body_acceleration_mean_y_time" -0.0154259586949153
"WALKING" 27 "body_acceleration_mean_y_time" -0.0166478783221912
"WALKING" 28 "body_acceleration_mean_y_time" -0.0156759722981481
"WALKING" 29 "body_acceleration_mean_y_time" -0.0162915600588679
"WALKING" 30 "body_acceleration_mean_y_time" -0.0175880385730769
"WALKING_UPSTAIRS" 1 "body_acceleration_mean_y_time" -0.0239531492643396
"WALKING_UPSTAIRS" 2 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 3 "body_acceleration_mean_y_time" -0.0324109410555932
"WALKING_UPSTAIRS" 4 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 5 "body_acceleration_mean_y_time" -0.0325269755153191
"WALKING_UPSTAIRS" 6 "body_acceleration_mean_y_time" -0.0272425385070588
"WALKING_UPSTAIRS" 7 "body_acceleration_mean_y_time" -0.0275639005607843
"WALKING_UPSTAIRS" 8 "body_acceleration_mean_y_time" -0.0282415136341463
"WALKING_UPSTAIRS" 9 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 10 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 11 "body_acceleration_mean_y_time" -0.0303157822055556
"WALKING_UPSTAIRS" 12 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 13 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 14 "body_acceleration_mean_y_time" -0.0204388180024074
"WALKING_UPSTAIRS" 15 "body_acceleration_mean_y_time" -0.0287523860708333
"WALKING_UPSTAIRS" 16 "body_acceleration_mean_y_time" -0.0143654945011765
"WALKING_UPSTAIRS" 17 "body_acceleration_mean_y_time" -0.0228645614308333
"WALKING_UPSTAIRS" 18 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 19 "body_acceleration_mean_y_time" -0.0303986615775
"WALKING_UPSTAIRS" 20 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 21 "body_acceleration_mean_y_time" -0.0237218695148936
"WALKING_UPSTAIRS" 22 "body_acceleration_mean_y_time" -0.0268622561133333
"WALKING_UPSTAIRS" 23 "body_acceleration_mean_y_time" -0.0323844029237255
"WALKING_UPSTAIRS" 24 "body_acceleration_mean_y_time" NA
"WALKING_UPSTAIRS" 25 "body_acceleration_mean_y_time" -0.0269863524264615
"WALKING_UPSTAIRS" 26 "body_acceleration_mean_y_time" -0.0281633797398182
"WALKING_UPSTAIRS" 27 "body_acceleration_mean_y_time" -0.0200953324078431
"WALKING_UPSTAIRS" 28 "body_acceleration_mean_y_time" -0.0279443943478431
"WALKING_UPSTAIRS" 29 "body_acceleration_mean_y_time" -0.0299465312326531
"WALKING_UPSTAIRS" 30 "body_acceleration_mean_y_time" -0.0253311698786154
"WALKING_DOWNSTAIRS" 1 "body_acceleration_mean_y_time" -0.00991850461020408
"WALKING_DOWNSTAIRS" 2 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 3 "body_acceleration_mean_y_time" -0.0193554079328571
"WALKING_DOWNSTAIRS" 4 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 5 "body_acceleration_mean_y_time" -0.00850107533191489
"WALKING_DOWNSTAIRS" 6 "body_acceleration_mean_y_time" -0.019536840063125
"WALKING_DOWNSTAIRS" 7 "body_acceleration_mean_y_time" -0.0166332372978723
"WALKING_DOWNSTAIRS" 8 "body_acceleration_mean_y_time" -0.0211058674973684
"WALKING_DOWNSTAIRS" 9 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 10 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 11 "body_acceleration_mean_y_time" -0.0178097721219565
"WALKING_DOWNSTAIRS" 12 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 13 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 14 "body_acceleration_mean_y_time" -0.0200141413657778
"WALKING_DOWNSTAIRS" 15 "body_acceleration_mean_y_time" -0.00563047804309524
"WALKING_DOWNSTAIRS" 16 "body_acceleration_mean_y_time" -0.0183898583787234
"WALKING_DOWNSTAIRS" 17 "body_acceleration_mean_y_time" -0.0167359404347826
"WALKING_DOWNSTAIRS" 18 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 19 "body_acceleration_mean_y_time" -0.0145942275069487
"WALKING_DOWNSTAIRS" 20 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 21 "body_acceleration_mean_y_time" -0.0173195390157778
"WALKING_DOWNSTAIRS" 22 "body_acceleration_mean_y_time" -0.0197999371686389
"WALKING_DOWNSTAIRS" 23 "body_acceleration_mean_y_time" -0.0162111457238889
"WALKING_DOWNSTAIRS" 24 "body_acceleration_mean_y_time" NA
"WALKING_DOWNSTAIRS" 25 "body_acceleration_mean_y_time" -0.0210170522987931
"WALKING_DOWNSTAIRS" 26 "body_acceleration_mean_y_time" -0.01262580966778
"WALKING_DOWNSTAIRS" 27 "body_acceleration_mean_y_time" -0.0135564467159091
"WALKING_DOWNSTAIRS" 28 "body_acceleration_mean_y_time" -0.0220230465913043
"WALKING_DOWNSTAIRS" 29 "body_acceleration_mean_y_time" -0.01494121505625
"WALKING_DOWNSTAIRS" 30 "body_acceleration_mean_y_time" -0.0174383900204839
"SITTING" 1 "body_acceleration_mean_y_time" -0.00130828765170213
"SITTING" 2 "body_acceleration_mean_y_time" NA
"SITTING" 3 "body_acceleration_mean_y_time" -0.00350299841730769
"SITTING" 4 "body_acceleration_mean_y_time" NA
"SITTING" 5 "body_acceleration_mean_y_time" -0.00990083527045455
"SITTING" 6 "body_acceleration_mean_y_time" -0.0145911615290909
"SITTING" 7 "body_acceleration_mean_y_time" -0.01461097580375
"SITTING" 8 "body_acceleration_mean_y_time" -0.00672550621304348
"SITTING" 9 "body_acceleration_mean_y_time" NA
"SITTING" 10 "body_acceleration_mean_y_time" NA
"SITTING" 11 "body_acceleration_mean_y_time" -0.0149195616754717
"SITTING" 12 "body_acceleration_mean_y_time" NA
"SITTING" 13 "body_acceleration_mean_y_time" NA
"SITTING" 14 "body_acceleration_mean_y_time" -0.00870565463888889
"SITTING" 15 "body_acceleration_mean_y_time" -0.0117188472271186
"SITTING" 16 "body_acceleration_mean_y_time" -0.0102497939956522
"SITTING" 17 "body_acceleration_mean_y_time" -0.014156274084375
"SITTING" 18 "body_acceleration_mean_y_time" NA
"SITTING" 19 "body_acceleration_mean_y_time" -0.016739260030137
"SITTING" 20 "body_acceleration_mean_y_time" NA
"SITTING" 21 "body_acceleration_mean_y_time" -0.0144009705494118
"SITTING" 22 "body_acceleration_mean_y_time" -0.0123468446419355
"SITTING" 23 "body_acceleration_mean_y_time" -0.0133945015676471
"SITTING" 24 "body_acceleration_mean_y_time" NA
"SITTING" 25 "body_acceleration_mean_y_time" -0.0147696808030769
"SITTING" 26 "body_acceleration_mean_y_time" -0.00713364541358974
"SITTING" 27 "body_acceleration_mean_y_time" -0.0155269799285714
"SITTING" 28 "body_acceleration_mean_y_time" -0.0185404441258333
"SITTING" 29 "body_acceleration_mean_y_time" -0.016630680375
"SITTING" 30 "body_acceleration_mean_y_time" -0.00804731295322581
"STANDING" 1 "body_acceleration_mean_y_time" -0.0161375901037736
"STANDING" 2 "body_acceleration_mean_y_time" NA
"STANDING" 3 "body_acceleration_mean_y_time" -0.0143376555065574
"STANDING" 4 "body_acceleration_mean_y_time" NA
"STANDING" 5 "body_acceleration_mean_y_time" -0.00700418554517857
"STANDING" 6 "body_acceleration_mean_y_time" -0.0181236327175439
"STANDING" 7 "body_acceleration_mean_y_time" -0.0145740341037736
"STANDING" 8 "body_acceleration_mean_y_time" -0.0148113067148148
"STANDING" 9 "body_acceleration_mean_y_time" NA
"STANDING" 10 "body_acceleration_mean_y_time" NA
"STANDING" 11 "body_acceleration_mean_y_time" -0.0171990886595745
"STANDING" 12 "body_acceleration_mean_y_time" NA
"STANDING" 13 "body_acceleration_mean_y_time" NA
"STANDING" 14 "body_acceleration_mean_y_time" -0.01520781344
"STANDING" 15 "body_acceleration_mean_y_time" -0.0183516360396226
"STANDING" 16 "body_acceleration_mean_y_time" -0.0165999672935897
"STANDING" 17 "body_acceleration_mean_y_time" -0.0174120064169231
"STANDING" 18 "body_acceleration_mean_y_time" NA
"STANDING" 19 "body_acceleration_mean_y_time" -0.0154244056945205
"STANDING" 20 "body_acceleration_mean_y_time" NA
"STANDING" 21 "body_acceleration_mean_y_time" -0.0167084730205618
"STANDING" 22 "body_acceleration_mean_y_time" -0.0158563207496825
"STANDING" 23 "body_acceleration_mean_y_time" -0.0177475547867647
"STANDING" 24 "body_acceleration_mean_y_time" NA
"STANDING" 25 "body_acceleration_mean_y_time" -0.0163569730274324
"STANDING" 26 "body_acceleration_mean_y_time" -0.0166608306652703
"STANDING" 27 "body_acceleration_mean_y_time" -0.016593236445
"STANDING" 28 "body_acceleration_mean_y_time" -0.0172635124672152
"STANDING" 29 "body_acceleration_mean_y_time" -0.0172605869061538
"STANDING" 30 "body_acceleration_mean_y_time" -0.0170163887813559
"LAYING" 1 "body_acceleration_mean_y_time" -0.0405139534294
"LAYING" 2 "body_acceleration_mean_y_time" NA
"LAYING" 3 "body_acceleration_mean_y_time" -0.0189556785048387
"LAYING" 4 "body_acceleration_mean_y_time" NA
"LAYING" 5 "body_acceleration_mean_y_time" -0.0183042123269231
"LAYING" 6 "body_acceleration_mean_y_time" -0.0102529170561404
"LAYING" 7 "body_acceleration_mean_y_time" -0.0204411516884615
"LAYING" 8 "body_acceleration_mean_y_time" -0.0212281733881481
"LAYING" 9 "body_acceleration_mean_y_time" NA
"LAYING" 10 "body_acceleration_mean_y_time" NA
"LAYING" 11 "body_acceleration_mean_y_time" -0.0176598052315789
"LAYING" 12 "body_acceleration_mean_y_time" NA
"LAYING" 13 "body_acceleration_mean_y_time" NA
"LAYING" 14 "body_acceleration_mean_y_time" -0.0113424652490196
"LAYING" 15 "body_acceleration_mean_y_time" -0.0166296542054167
"LAYING" 16 "body_acceleration_mean_y_time" -0.0166103510562857
"LAYING" 17 "body_acceleration_mean_y_time" -0.0168462006729577
"LAYING" 18 "body_acceleration_mean_y_time" NA
"LAYING" 19 "body_acceleration_mean_y_time" -0.0171426864421687
"LAYING" 20 "body_acceleration_mean_y_time" NA
"LAYING" 21 "body_acceleration_mean_y_time" -0.0184233048415556
"LAYING" 22 "body_acceleration_mean_y_time" -0.0142629864502778
"LAYING" 23 "body_acceleration_mean_y_time" -0.0216553835833333
"LAYING" 24 "body_acceleration_mean_y_time" NA
"LAYING" 25 "body_acceleration_mean_y_time" -0.0188943663671233
"LAYING" 26 "body_acceleration_mean_y_time" -0.0191895728026316
"LAYING" 27 "body_acceleration_mean_y_time" -0.0179867611216216
"LAYING" 28 "body_acceleration_mean_y_time" -0.0167537858225
"LAYING" 29 "body_acceleration_mean_y_time" -0.0171965484202899
"LAYING" 30 "body_acceleration_mean_y_time" -0.0194494098614286
"WALKING" 1 "body_acceleration_mean_z_time" -0.111148103547368
"WALKING" 2 "body_acceleration_mean_z_time" NA
"WALKING" 3 "body_acceleration_mean_z_time" -0.112674859827586
"WALKING" 4 "body_acceleration_mean_z_time" NA
"WALKING" 5 "body_acceleration_mean_z_time" -0.107741776464286
"WALKING" 6 "body_acceleration_mean_z_time" -0.110303165877193
"WALKING" 7 "body_acceleration_mean_z_time" -0.110912234947368
"WALKING" 8 "body_acceleration_mean_z_time" -0.107252090833333
"WALKING" 9 "body_acceleration_mean_z_time" NA
"WALKING" 10 "body_acceleration_mean_z_time" NA
"WALKING" 11 "body_acceleration_mean_z_time" -0.106096304033898
"WALKING" 12 "body_acceleration_mean_z_time" NA
"WALKING" 13 "body_acceleration_mean_z_time" NA
"WALKING" 14 "body_acceleration_mean_z_time" -0.106756369135593
"WALKING" 15 "body_acceleration_mean_z_time" -0.107621819518519
"WALKING" 16 "body_acceleration_mean_z_time" -0.108804049803922
"WALKING" 17 "body_acceleration_mean_z_time" -0.109792122032787
"WALKING" 18 "body_acceleration_mean_z_time" NA
"WALKING" 19 "body_acceleration_mean_z_time" -0.122736673192308
"WALKING" 20 "body_acceleration_mean_z_time" NA
"WALKING" 21 "body_acceleration_mean_z_time" -0.104319332403846
"WALKING" 22 "body_acceleration_mean_z_time" -0.107112510934783
"WALKING" 23 "body_acceleration_mean_z_time" -0.113382994084746
"WALKING" 24 "body_acceleration_mean_z_time" NA
"WALKING" 25 "body_acceleration_mean_z_time" -0.108737636297297
"WALKING" 26 "body_acceleration_mean_z_time" -0.108927011474576
"WALKING" 27 "body_acceleration_mean_z_time" -0.112822289263158
"WALKING" 28 "body_acceleration_mean_z_time" -0.103714705396296
"WALKING" 29 "body_acceleration_mean_z_time" -0.106632427301887
"WALKING" 30 "body_acceleration_mean_z_time" -0.0986247068969231
"WALKING_UPSTAIRS" 1 "body_acceleration_mean_z_time" -0.0973020020943396
"WALKING_UPSTAIRS" 2 "body_acceleration_mean_z_time" NA
"WALKING_UPSTAIRS" 3 "body_acceleration_mean_z_time" -0.110064863437288
"WALKING_UPSTAIRS" 4 "body_acceleration_mean_z_time" NA
"WALKING_UPSTAIRS" 5 "body_acceleration_mean_z_time" -0.107471453914894
"WALKING_UPSTAIRS" 6 "body_acceleration_mean_z_time" -0.122082438784314
"WALKING_UPSTAIRS" 7 "body_acceleration_mean_z_time" -0.143769688803922
"WALKING_UPSTAIRS" 8 "body_acceleration_mean_z_time" -0.11512211995122
"WALKING_UPSTAIRS" 9 "body_acceleration_mean_z_time" NA
"WALKING_UPSTAIRS" 10 "body_acceleration_mean_z_time" NA
"WALKING_UPSTAIRS" 11 "body_acceleration_mean_z_time" -0.106797216481481
"WALKING_UPSTAIRS" 12 "body_acceleration_mean_z_time" NA
